Rettungspunkt,Longitude,Latitude,Koordinaten,Schnellestes Fahrzeug,Anfahrtszeit,Nächstes Fahrzeug,Anfahrtsdistanz,Ankunft innerhalb 5min,Zeit_HM 81/1,Zeit_PA 84/1,Zeit_WK 81/1,Zeit_WK 84/1,Zeit_Fi 81/1,Zeit_Mifi 84/1,Zeit_Mifi 81/1 W,Zeit_Schöf 81/1,Zeit_Gr 81/1,Entf_HM 81/1,Entf_PA 84/1,Entf_WK 81/1,Entf_WK 84/1,Entf_Fi 81/1,Entf_Mifi 84/1,Entf_Mifi 81/1 W,Entf_Schöf 81/1,Entf_Gr 81/1
Heiligenbrunnmühle - Büchlberg, 13.53173,48.68413," 13.53173,48.68413",WK 84/1,13:16 min,WK 84/1,10.2 km,WK 84/1,31:40 min,26:51 min,25:51 min,13:16 min,40:36 min,35:40 min,35:40 min,44:55 min,36:18 min,23.4 km,21.7 km,19.3 km,10.2 km,35.6 km,38.9 km,38.9 km,39.8 km,31.5 km
Hof - Büchlberg, 13.53640,48.69487," 13.53640,48.69487",WK 84/1,16:12 min,WK 84/1,12.8 km,WK 84/1,30:38 min,26:37 min,25:14 min,16:12 min,37:56 min,33:01 min,33:01 min,44:41 min,33:39 min,23.6 km,22.1 km,17.9 km,12.8 km,34.0 km,37.2 km,37.2 km,40.2 km,29.9 km
Kammerwetzdorf - Büchlberg, 13.54484,48.65777," 13.54484,48.65777",WK 84/1,12:53 min,WK 84/1,8.5 km,WK 84/1,34:52 min,27:27 min,25:28 min,12:53 min,44:25 min,39:30 min,39:30 min,46:57 min,40:07 min,27.1 km,21.0 km,17.6 km,8.5 km,40.3 km,43.5 km,43.5 km,40.7 km,36.2 km
Kittlmühle - Büchlberg, 13.55143,48.66251," 13.55143,48.66251",WK 84/1,11:17 min,WK 84/1,7.7 km,WK 84/1,35:39 min,29:04 min,23:53 min,11:17 min,46:02 min,41:06 min,41:06 min,48:33 min,41:44 min,26.8 km,21.8 km,16.8 km,7.7 km,41.1 km,44.3 km,44.3 km,41.5 km,37.0 km
Kothmühle - Büchlberg, 13.53082,48.71291," 13.53082,48.71291",WK 84/1,17:08 min,WK 84/1,14.4 km,WK 84/1,27:33 min,27:01 min,22:56 min,17:08 min,34:52 min,29:56 min,29:56 min,43:19 min,30:34 min,21.4 km,23.6 km,15.5 km,14.4 km,31.8 km,35.0 km,35.0 km,38.8 km,27.7 km
Manzenberg - Büchlberg, 13.54187,48.67208," 13.54187,48.67208",WK 84/1,10:57 min,WK 84/1,8.6 km,WK 84/1,31:40 min,28:27 min,23:33 min,10:57 min,44:27 min,39:32 min,39:32 min,47:57 min,40:10 min,24.0 km,21.6 km,17.7 km,8.6 km,38.7 km,42.0 km,42.0 km,41.3 km,34.7 km
Mitterbrünst - Büchlberg, 13.53085,48.65415," 13.53085,48.65415",WK 84/1,14:53 min,WK 84/1,12.1 km,WK 84/1,34:38 min,27:13 min,27:28 min,14:53 min,44:11 min,39:15 min,39:15 min,46:42 min,39:53 min,26.6 km,20.4 km,21.2 km,12.1 km,39.7 km,43.0 km,43.0 km,40.1 km,35.6 km
Nirsching - Büchlberg, 13.54007,48.69054," 13.54007,48.69054",WK 84/1,14:52 min,WK 84/1,12.2 km,WK 84/1,29:41 min,27:41 min,23:53 min,14:52 min,39:27 min,34:31 min,34:31 min,45:45 min,35:09 min,22.5 km,22.2 km,17.3 km,12.2 km,34.8 km,38.0 km,38.0 km,40.2 km,30.7 km
Oberkatzendorf - Büchlberg, 13.49127,48.65613," 13.49127,48.65613",WK 84/1,17:16 min,WK 84/1,13.6 km,"PA 84/1, WK 84/1",35:17 min,21:33 min,29:51 min,17:16 min,42:36 min,37:40 min,37:40 min,42:54 min,38:18 min,30.0 km,15.8 km,22.7 km,13.6 km,40.4 km,43.6 km,43.6 km,38.5 km,36.3 km
Obermühle - Büchlberg, 13.52774,48.68796," 13.52774,48.68796",WK 84/1,15:07 min,WK 84/1,11.0 km,WK 84/1,32:10 min,25:33 min,26:23 min,15:07 min,39:49 min,34:54 min,34:54 min,43:36 min,35:31 min,23.6 km,21.1 km,18.4 km,11.0 km,35.1 km,38.4 km,38.4 km,39.1 km,31.1 km
Reitberg - Büchlberg, 13.51065,48.66103," 13.51065,48.66103",WK 84/1,13:58 min,WK 84/1,11.8 km,WK 84/1,33:43 min,24:54 min,26:33 min,13:58 min,42:23 min,37:27 min,37:27 min,44:54 min,38:05 min,26.2 km,16.9 km,20.9 km,11.8 km,38.7 km,41.9 km,41.9 km,39.1 km,34.6 km
Saderreut - Büchlberg, 13.50826,48.68163," 13.50826,48.68163",WK 84/1,16:01 min,WK 84/1,13.3 km,WK 84/1,32:16 min,25:12 min,27:39 min,16:01 min,39:35 min,34:39 min,34:39 min,43:16 min,35:17 min,26.0 km,20.8 km,20.1 km,13.3 km,36.4 km,39.6 km,39.6 km,38.9 km,32.3 km
Schwieging - Büchlberg, 13.51071,48.65205," 13.51071,48.65205",WK 84/1,16:05 min,WK 84/1,13.1 km,WK 84/1,35:50 min,24:35 min,28:40 min,16:05 min,44:30 min,39:34 min,39:34 min,47:01 min,40:12 min,27.5 km,16.2 km,22.2 km,13.1 km,39.9 km,43.1 km,43.1 km,40.3 km,35.8 km
Schwolgau - Büchlberg, 13.52009,48.65214," 13.52009,48.65214",WK 84/1,15:54 min,WK 84/1,12.8 km,WK 84/1,35:39 min,26:10 min,28:30 min,15:54 min,44:19 min,39:23 min,39:23 min,46:50 min,40:01 min,27.2 km,16.9 km,21.9 km,12.8 km,39.7 km,42.9 km,42.9 km,40.1 km,35.6 km
Sölling - Büchlberg, 13.54659,48.70574," 13.54659,48.70574",WK 84/1,18:36 min,WK 84/1,11.2 km,WK 84/1,31:57 min,31:07 min,27:13 min,18:36 min,39:15 min,34:20 min,34:20 min,47:43 min,34:58 min,23.1 km,23.5 km,16.3 km,11.2 km,33.5 km,36.7 km,36.7 km,40.5 km,29.4 km
Steinberg - Büchlberg, 13.57953,48.68892," 13.57953,48.68892",WK 84/1,12:46 min,WK 84/1,8.4 km,WK 84/1,27:46 min,32:41 min,21:24 min,12:46 min,43:45 min,38:50 min,38:50 min,52:11 min,39:27 min,20.4 km,24.6 km,13.4 km,8.4 km,37.6 km,40.8 km,40.8 km,44.3 km,33.5 km
Steinmühle - Büchlberg, 13.56555,48.69850," 13.56555,48.69850",WK 84/1,14:32 min,WK 84/1,11.1 km,WK 84/1,28:57 min,32:44 min,23:10 min,14:32 min,43:00 min,38:04 min,38:04 min,51:27 min,38:42 min,21.3 km,24.6 km,16.1 km,11.1 km,36.7 km,40.0 km,40.0 km,43.7 km,32.6 km
Tannöd - Büchlberg, 13.50685,48.65249," 13.50685,48.65249",WK 84/1,14:52 min,WK 84/1,12.8 km,WK 84/1,34:37 min,23:21 min,27:27 min,14:52 min,43:17 min,38:21 min,38:21 min,45:48 min,38:59 min,27.2 km,15.9 km,21.9 km,12.8 km,39.6 km,42.8 km,42.8 km,40.0 km,35.5 km
Unterkatzendorf - Büchlberg, 13.49726,48.66037," 13.49726,48.66037",WK 84/1,16:18 min,WK 84/1,13.0 km,WK 84/1,36:03 min,23:49 min,28:54 min,16:18 min,44:43 min,39:47 min,39:47 min,44:57 min,40:25 min,27.4 km,16.8 km,22.1 km,13.0 km,39.8 km,43.0 km,43.0 km,37.5 km,35.7 km
Windpassing - Büchlberg, 13.54306,48.69601," 13.54306,48.69601",WK 84/1,14:50 min,WK 84/1,12.2 km,WK 84/1,29:38 min,28:12 min,23:51 min,14:50 min,38:18 min,33:23 min,33:23 min,46:16 min,34:00 min,22.5 km,22.7 km,17.3 km,12.2 km,34.0 km,37.3 km,37.3 km,40.7 km,30.0 km
Wolfschädlmühle - Büchlberg, 13.53653,48.67061," 13.53653,48.67061",WK 84/1,12:00 min,WK 84/1,9.8 km,WK 84/1,31:45 min,26:42 min,24:36 min,12:00 min,43:40 min,38:44 min,38:44 min,46:11 min,39:22 min,24.2 km,20.2 km,18.9 km,9.8 km,39.5 km,42.7 km,42.7 km,39.9 km,35.4 km
Wotzing - Büchlberg, 13.55159,48.69075," 13.55159,48.69075",WK 84/1,13:17 min,WK 84/1,11.3 km,WK 84/1,28:06 min,29:36 min,22:19 min,13:17 min,39:02 min,34:07 min,34:07 min,47:30 min,34:45 min,21.6 km,23.2 km,16.4 km,11.3 km,35.0 km,38.2 km,38.2 km,42.0 km,30.9 km
Altenreit - Eging a. See, 13.23731,48.68980," 13.23731,48.68980",PA 84/1,25:04 min,PA 84/1,29.7 km,"PA 84/1, Schöf 81/1",57:51 min,25:04 min,53:14 min,41:46 min,65:10 min,60:14 min,60:14 min,28:27 min,37:58 min,52.8 km,29.7 km,47.0 km,38.2 km,63.2 km,66.4 km,66.4 km,30.8 km,29.8 km
Alzenhof - Eging a. See, 13.25611,48.71991," 13.25611,48.71991",Schöf 81/1,24:31 min,Schöf 81/1,23.3 km,"PA 84/1, Schöf 81/1",57:06 min,28:16 min,52:29 min,41:01 min,64:25 min,59:29 min,59:29 min,24:31 min,34:05 min,52.4 km,33.1 km,46.6 km,37.8 km,62.8 km,66.0 km,66.0 km,23.3 km,26.6 km
Alzenmühle - Eging a. See, 13.25264,48.72310," 13.25264,48.72310",Schöf 81/1,24:52 min,Schöf 81/1,23.4 km,"PA 84/1, Schöf 81/1",57:56 min,29:06 min,53:19 min,41:51 min,65:00 min,60:05 min,60:05 min,24:52 min,34:25 min,53.1 km,33.9 km,47.3 km,38.5 km,51.6 km,54.8 km,54.8 km,23.4 km,26.0 km
Böhmöd - Eging a. See, 13.20802,48.69689," 13.20802,48.69689",PA 84/1,24:28 min,Schöf 81/1,24.9 km,"PA 84/1, Schöf 81/1",61:00 min,24:28 min,56:23 min,44:55 min,68:19 min,63:23 min,63:23 min,27:22 min,41:07 min,54.5 km,28.3 km,48.7 km,39.9 km,64.9 km,68.2 km,68.2 km,24.9 km,31.5 km
Burgstall - Eging a. See, 13.25195,48.68500," 13.25195,48.68500",PA 84/1,27:24 min,PA 84/1,25.2 km,"PA 84/1, Schöf 81/1",57:12 min,27:24 min,52:35 min,41:07 min,64:31 min,59:35 min,59:35 min,31:07 min,40:37 min,50.0 km,25.2 km,44.1 km,35.3 km,60.4 km,63.6 km,63.6 km,32.1 km,31.1 km
Eging a.See - Eging a. See, 13.27283,48.71305," 13.27283,48.71305",Schöf 81/1,24:42 min,Schöf 81/1,20.8 km,"PA 84/1, Schöf 81/1",56:33 min,28:19 min,51:56 min,40:28 min,62:20 min,57:24 min,57:24 min,24:42 min,33:44 min,51.0 km,32.8 km,45.2 km,36.4 km,49.5 km,52.8 km,52.8 km,20.8 km,26.4 km
Einzendobl - Eging a. See, 13.29155,48.71386," 13.29155,48.71386",Schöf 81/1,27:36 min,Schöf 81/1,21.8 km,"PA 84/1, Schöf 81/1",57:21 min,30:50 min,52:44 min,41:16 min,63:27 min,58:31 min,58:31 min,27:36 min,36:38 min,51.2 km,27.1 km,45.4 km,36.6 km,49.9 km,53.2 km,53.2 km,21.8 km,27.3 km
Gaisruckmühle - Eging a. See, 13.28218,48.73169," 13.28218,48.73169",Schöf 81/1,22:05 min,Schöf 81/1,18.5 km,Schöf 81/1,58:10 min,33:04 min,53:33 min,43:30 min,60:40 min,55:45 min,55:45 min,22:05 min,31:07 min,47.4 km,28.9 km,41.6 km,38.4 km,48.8 km,52.0 km,52.0 km,18.5 km,24.1 km
Harmering - Eging a. See, 13.29367,48.72278," 13.29367,48.72278",Schöf 81/1,23:58 min,Schöf 81/1,19.6 km,Schöf 81/1,55:16 min,30:29 min,50:39 min,40:55 min,59:29 min,54:34 min,54:34 min,23:58 min,32:42 min,45.9 km,27.7 km,40.1 km,37.1 km,47.5 km,50.8 km,50.8 km,19.6 km,24.9 km
Hartmannsreit - Eging a. See, 13.20928,48.69431," 13.20928,48.69431",PA 84/1,23:28 min,PA 84/1,27.8 km,"PA 84/1, Schöf 81/1",60:56 min,23:28 min,56:19 min,44:51 min,68:15 min,63:19 min,63:19 min,26:52 min,41:03 min,54.7 km,27.8 km,48.9 km,40.1 km,65.1 km,68.3 km,68.3 km,28.9 km,31.7 km
Hofstetten - Eging a. See, 13.24039,48.69438," 13.24039,48.69438",PA 84/1,24:04 min,PA 84/1,29.2 km,"PA 84/1, Schöf 81/1",56:52 min,24:04 min,52:15 min,40:47 min,64:10 min,59:15 min,59:15 min,27:28 min,36:59 min,52.2 km,29.2 km,46.4 km,37.6 km,62.6 km,65.9 km,65.9 km,30.2 km,29.2 km
Hörmannsdorf - Eging a. See, 13.27440,48.73583," 13.27440,48.73583",Schöf 81/1,20:26 min,Schöf 81/1,17.5 km,Schöf 81/1,57:49 min,31:58 min,53:12 min,43:48 min,60:03 min,55:07 min,55:07 min,20:26 min,29:28 min,48.2 km,35.3 km,42.4 km,36.7 km,48.7 km,51.9 km,51.9 km,17.5 km,23.1 km
Jederschwing - Eging a. See, 13.23437,48.70539," 13.23437,48.70539",PA 84/1,25:34 min,Schöf 81/1,23.9 km,"PA 84/1, Schöf 81/1",59:08 min,25:34 min,54:31 min,43:03 min,66:27 min,61:31 min,61:31 min,27:14 min,38:23 min,53.4 km,29.7 km,47.5 km,38.8 km,63.8 km,67.0 km,67.0 km,23.9 km,29.7 km
Kalling - Eging a. See, 13.20756,48.69865," 13.20756,48.69865",PA 84/1,24:36 min,Schöf 81/1,25.0 km,"PA 84/1, Schöf 81/1",61:28 min,24:36 min,56:51 min,45:23 min,68:46 min,63:51 min,63:51 min,27:29 min,41:35 min,54.8 km,28.4 km,49.0 km,40.2 km,65.2 km,68.5 km,68.5 km,25.0 km,31.8 km
Kollmering - Eging a. See, 13.27916,48.70321," 13.27916,48.70321",PA 84/1,27:09 min,Schöf 81/1,23.1 km,"PA 84/1, Schöf 81/1",53:40 min,27:09 min,49:03 min,37:35 min,60:59 min,56:03 min,56:03 min,27:29 min,36:31 min,49.0 km,24.9 km,43.1 km,34.3 km,59.4 km,62.6 km,62.6 km,23.1 km,28.7 km
Kroißenhof - Eging a. See, 13.24309,48.70725," 13.24309,48.70725",PA 84/1,27:37 min,Schöf 81/1,22.6 km,"PA 84/1, Schöf 81/1",57:55 min,27:37 min,53:18 min,41:50 min,65:14 min,60:18 min,60:18 min,28:10 min,37:12 min,52.0 km,30.6 km,46.1 km,37.4 km,62.4 km,65.6 km,65.6 km,22.6 km,28.1 km
Kroißenmühle - Eging a. See, 13.23925,48.70746," 13.23925,48.70746",PA 84/1,26:45 min,Schöf 81/1,24.1 km,"PA 84/1, Schöf 81/1",58:14 min,26:45 min,53:37 min,42:09 min,65:32 min,60:37 min,60:37 min,27:36 min,37:30 min,52.2 km,30.2 km,46.4 km,37.5 km,62.6 km,65.8 km,65.8 km,24.1 km,28.4 km
Loipfering - Eging a. See, 13.25767,48.70580," 13.25767,48.70580",Schöf 81/1,25:40 min,Schöf 81/1,21.4 km,"PA 84/1, Schöf 81/1",55:25 min,26:35 min,50:48 min,39:20 min,62:44 min,57:48 min,57:48 min,25:40 min,34:42 min,50.8 km,31.5 km,45.0 km,36.1 km,61.2 km,64.4 km,64.4 km,21.4 km,26.9 km
Märzing - Eging a. See, 13.25890,48.73013," 13.25890,48.73013",Schöf 81/1,24:30 min,Schöf 81/1,19.1 km,Schöf 81/1,60:35 min,31:45 min,55:58 min,44:30 min,64:47 min,59:52 min,59:52 min,24:30 min,34:12 min,54.5 km,35.2 km,48.7 km,39.9 km,51.6 km,54.9 km,54.9 km,19.1 km,26.1 km
Mühlholz - Eging a. See, 13.22497,48.69376," 13.22497,48.69376",PA 84/1,22:21 min,PA 84/1,27.9 km,"PA 84/1, Schöf 81/1",57:51 min,22:21 min,53:14 min,41:46 min,65:09 min,60:14 min,60:14 min,25:45 min,37:58 min,53.2 km,27.9 km,47.4 km,38.6 km,63.6 km,66.9 km,66.9 km,29.0 km,30.2 km
Mühlreit - Eging a. See, 13.23353,48.69745," 13.23353,48.69745",PA 84/1,24:08 min,PA 84/1,29.1 km,"PA 84/1, Schöf 81/1",57:39 min,24:08 min,53:02 min,41:34 min,64:57 min,60:02 min,60:02 min,27:31 min,37:46 min,52.8 km,29.1 km,47.0 km,38.2 km,63.2 km,66.4 km,66.4 km,30.2 km,29.8 km
Neuloipfering - Eging a. See, 13.26125,48.70082," 13.26125,48.70082",Schöf 81/1,26:03 min,Schöf 81/1,21.8 km,"PA 84/1, Schöf 81/1",54:46 min,26:08 min,50:10 min,38:41 min,62:05 min,57:09 min,57:09 min,26:03 min,35:05 min,50.2 km,31.2 km,44.4 km,35.6 km,60.6 km,63.9 km,63.9 km,21.8 km,27.4 km
Otting - Eging a. See, 13.25091,48.69513," 13.25091,48.69513",PA 84/1,25:13 min,Schöf 81/1,22.8 km,"PA 84/1, Schöf 81/1",56:06 min,25:13 min,51:29 min,40:01 min,63:25 min,58:29 min,58:29 min,27:11 min,36:13 min,51.4 km,30.0 km,45.5 km,36.8 km,61.8 km,65.0 km,65.0 km,22.8 km,28.4 km
Passerting - Eging a. See, 13.27336,48.69897," 13.27336,48.69897",Schöf 81/1,27:44 min,Schöf 81/1,22.7 km,"PA 84/1, Schöf 81/1",55:01 min,27:49 min,50:24 min,38:56 min,62:20 min,57:24 min,57:24 min,27:44 min,36:46 min,49.7 km,32.0 km,43.9 km,35.1 km,60.1 km,63.3 km,63.3 km,22.7 km,28.3 km
Rannetsreit - Eging a. See, 13.21462,48.69064," 13.21462,48.69064",PA 84/1,21:44 min,PA 84/1,27.1 km,"PA 84/1, Schöf 81/1",59:29 min,21:44 min,54:52 min,43:24 min,66:47 min,61:52 min,61:52 min,25:08 min,39:36 min,55.5 km,27.1 km,49.7 km,40.9 km,66.0 km,69.2 km,69.2 km,28.2 km,31.1 km
Ritzging - Eging a. See, 13.26175,48.71898," 13.26175,48.71898",Schöf 81/1,24:29 min,Schöf 81/1,20.7 km,"PA 84/1, Schöf 81/1",57:18 min,28:28 min,52:42 min,41:13 min,64:06 min,59:11 min,59:11 min,24:29 min,33:31 min,52.6 km,33.3 km,46.8 km,38.0 km,51.8 km,55.1 km,55.1 km,20.7 km,26.2 km
Rohrbach - Eging a. See, 13.26941,48.72272," 13.26941,48.72272",Schöf 81/1,22:02 min,Schöf 81/1,19.1 km,Schöf 81/1,58:07 min,29:16 min,53:30 min,42:01 min,61:40 min,56:44 min,56:44 min,22:02 min,31:04 min,52.7 km,33.5 km,46.9 km,38.1 km,50.3 km,53.5 km,53.5 km,19.1 km,24.7 km
Rohrbachholz - Eging a. See, 13.27510,48.72735," 13.27510,48.72735",Schöf 81/1,21:09 min,Schöf 81/1,18.4 km,Schöf 81/1,58:33 min,30:07 min,53:56 min,42:52 min,60:47 min,55:51 min,55:51 min,21:09 min,30:11 min,49.0 km,34.2 km,43.2 km,38.8 km,49.5 km,52.8 km,52.8 km,18.4 km,23.9 km
Ruberting - Eging a. See, 13.26084,48.69738," 13.26084,48.69738",PA 84/1,25:46 min,Schöf 81/1,22.2 km,"PA 84/1, Schöf 81/1",55:26 min,25:46 min,50:49 min,39:21 min,62:45 min,57:49 min,57:49 min,26:31 min,35:33 min,50.8 km,30.7 km,45.0 km,36.2 km,61.2 km,64.4 km,64.4 km,22.2 km,27.8 km
Einzenberg - Fürstenstein, 13.29623,48.71663," 13.29623,48.71663",Schöf 81/1,28:04 min,Schöf 81/1,21.3 km,"PA 84/1, Schöf 81/1",57:15 min,31:51 min,52:38 min,42:17 min,61:53 min,56:57 min,56:57 min,28:04 min,35:05 min,45.6 km,26.9 km,39.8 km,36.4 km,47.9 km,51.1 km,51.1 km,21.3 km,25.2 km
Einzendoblmühle - Fürstenstein, 13.29328,48.71513," 13.29328,48.71513",Schöf 81/1,28:20 min,Schöf 81/1,22.0 km,"PA 84/1, Schöf 81/1",58:05 min,31:33 min,53:28 min,41:59 min,64:11 min,59:15 min,59:15 min,28:20 min,37:22 min,51.4 km,27.4 km,45.6 km,36.8 km,50.2 km,53.4 km,53.4 km,22.0 km,27.6 km
Fälsching - Fürstenstein, 13.29685,48.70227," 13.29685,48.70227",PA 84/1,28:05 min,Schöf 81/1,23.1 km,"PA 84/1, Schöf 81/1",54:36 min,28:05 min,49:59 min,38:31 min,61:24 min,56:29 min,56:29 min,30:00 min,34:37 min,49.3 km,25.2 km,43.5 km,34.7 km,49.0 km,52.2 km,52.2 km,23.1 km,26.3 km
Fürstenstein - Fürstenstein, 13.32953,48.71642," 13.32953,48.71642",Schöf 81/1,28:06 min,Gr 81/1,22.2 km,"Gr 81/1, PA 84/1, Schöf 81/1",51:12 min,29:40 min,46:35 min,37:10 min,55:50 min,50:54 min,50:54 min,28:06 min,29:02 min,42.6 km,27.4 km,36.8 km,31.1 km,44.9 km,48.1 km,48.1 km,23.0 km,22.2 km
Kapfham - Fürstenstein, 13.34891,48.69139," 13.34891,48.69139",PA 84/1,26:04 min,PA 84/1,20.4 km,PA 84/1,46:26 min,26:04 min,41:49 min,32:24 min,53:44 min,48:49 min,48:49 min,33:46 min,34:42 min,38.8 km,20.4 km,33.0 km,27.3 km,49.2 km,52.4 km,52.4 km,27.0 km,26.2 km
Kollnberg - Fürstenstein, 13.31784,48.73383," 13.31784,48.73383",Schöf 81/1,23:14 min,Schöf 81/1,20.2 km,Schöf 81/1,52:52 min,34:53 min,48:15 min,38:50 min,55:05 min,50:10 min,50:10 min,23:14 min,28:18 min,44.5 km,30.2 km,38.7 km,33.0 km,45.0 km,48.3 km,48.3 km,20.2 km,22.4 km
Kollnbergmühl - Fürstenstein, 13.32333,48.73059," 13.32333,48.73059",Schöf 81/1,25:26 min,Schöf 81/1,21.1 km,"Gr 81/1, Schöf 81/1",53:25 min,34:15 min,48:48 min,39:23 min,56:26 min,51:30 min,51:30 min,25:26 min,29:38 min,43.8 km,30.1 km,38.0 km,32.3 km,45.2 km,48.4 km,48.4 km,21.1 km,22.5 km
Lehen - Fürstenstein, 13.31369,48.70772," 13.31369,48.70772",PA 84/1,28:28 min,Gr 81/1,24.7 km,"Gr 81/1, PA 84/1, Schöf 81/1",53:52 min,28:28 min,49:15 min,38:54 min,59:22 min,54:26 min,54:26 min,31:38 min,32:34 min,43.0 km,25.7 km,37.2 km,35.1 km,47.4 km,50.6 km,50.6 km,25.5 km,24.7 km
Nammering - Fürstenstein, 13.31046,48.70397," 13.31046,48.70397",PA 84/1,26:35 min,PA 84/1,24.7 km,"PA 84/1, Schöf 81/1",53:06 min,26:35 min,48:29 min,37:01 min,58:54 min,53:58 min,53:58 min,31:10 min,32:06 min,48.8 km,24.7 km,43.0 km,34.2 km,47.6 km,50.8 km,50.8 km,25.7 km,24.9 km
Oberpolling - Fürstenstein, 13.34675,48.70542," 13.34675,48.70542",PA 84/1,27:41 min,PA 84/1,22.0 km,"Gr 81/1, PA 84/1, Schöf 81/1",48:03 min,27:41 min,43:26 min,34:01 min,55:21 min,50:26 min,50:26 min,31:13 min,32:09 min,40.4 km,22.0 km,34.6 km,28.9 km,50.8 km,54.0 km,54.0 km,25.1 km,24.4 km
Oed - Fürstenstein, 13.30262,48.73256," 13.30262,48.73256",Schöf 81/1,26:29 min,Schöf 81/1,21.5 km,Schöf 81/1,55:53 min,34:14 min,51:16 min,41:51 min,58:30 min,53:35 min,53:35 min,26:29 min,31:43 min,45.5 km,29.6 km,39.6 km,33.9 km,46.5 km,49.8 km,49.8 km,21.5 km,23.9 km
Panholz - Fürstenstein, 13.31137,48.71687," 13.31137,48.71687",Schöf 81/1,27:16 min,Schöf 81/1,21.3 km,Schöf 81/1,54:27 min,32:56 min,49:50 min,40:25 min,59:05 min,54:09 min,54:09 min,27:16 min,32:17 min,44.3 km,29.1 km,38.5 km,32.8 km,46.6 km,49.8 km,49.8 km,21.3 km,23.9 km
Raming - Fürstenstein, 13.34528,48.69450," 13.34528,48.69450",PA 84/1,26:19 min,PA 84/1,20.8 km,PA 84/1,46:41 min,26:19 min,42:04 min,32:39 min,53:59 min,49:04 min,49:04 min,32:53 min,33:49 min,39.2 km,20.8 km,33.4 km,27.7 km,49.6 km,52.8 km,52.8 km,26.4 km,25.6 km
Reuth - Fürstenstein, 13.31990,48.72541," 13.31990,48.72541",Schöf 81/1,26:24 min,Schöf 81/1,21.9 km,"Gr 81/1, Schöf 81/1",53:04 min,32:12 min,48:27 min,39:02 min,56:53 min,51:57 min,51:57 min,26:24 min,30:05 min,43.7 km,29.1 km,37.9 km,32.2 km,45.0 km,48.3 km,48.3 km,21.9 km,22.4 km
Reutherfurth - Fürstenstein, 13.30847,48.72772," 13.30847,48.72772",Schöf 81/1,25:41 min,Schöf 81/1,21.4 km,Schöf 81/1,53:57 min,32:18 min,49:20 min,39:55 min,57:42 min,52:46 min,52:46 min,25:41 min,30:54 min,44.7 km,29.1 km,38.9 km,33.2 km,46.4 km,49.6 km,49.6 km,21.4 km,23.7 km
Sanzenhof - Fürstenstein, 13.33029,48.73669," 13.33029,48.73669",Schöf 81/1,23:17 min,Schöf 81/1,20.7 km,"Gr 81/1, Schöf 81/1",52:01 min,36:01 min,47:24 min,37:59 min,54:14 min,49:19 min,49:19 min,23:17 min,27:27 min,43.6 km,27.6 km,37.8 km,32.0 km,44.1 km,47.3 km,47.3 km,20.7 km,21.4 km
Steining - Fürstenstein, 13.32735,48.71149," 13.32735,48.71149",Schöf 81/1,30:14 min,Gr 81/1,23.1 km,"Gr 81/1, PA 84/1, Schöf 81/1",53:20 min,30:40 min,48:43 min,39:18 min,57:58 min,53:02 min,53:02 min,30:14 min,31:10 min,43.4 km,27.3 km,37.6 km,31.9 km,45.7 km,49.0 km,49.0 km,23.9 km,23.1 km
Thurmannsdorf - Fürstenstein, 13.32556,48.73676," 13.32556,48.73676",Schöf 81/1,23:17 min,Schöf 81/1,21.0 km,"Gr 81/1, Schöf 81/1",52:01 min,35:21 min,47:24 min,37:59 min,54:15 min,49:19 min,49:19 min,23:17 min,27:27 min,43.8 km,30.8 km,38.0 km,32.3 km,44.3 km,47.6 km,47.6 km,21.0 km,21.7 km
Unterpolling - Fürstenstein, 13.33652,48.70463," 13.33652,48.70463",PA 84/1,29:13 min,PA 84/1,22.6 km,"Gr 81/1, PA 84/1, Schöf 81/1",49:34 min,29:13 min,44:57 min,35:32 min,56:53 min,51:57 min,51:57 min,30:58 min,31:54 min,41.0 km,22.6 km,35.2 km,29.5 km,51.4 km,54.6 km,54.6 km,24.5 km,23.7 km
Wendlberg - Fürstenstein, 13.32742,48.72687," 13.32742,48.72687",Schöf 81/1,26:11 min,Schöf 81/1,21.8 km,"Gr 81/1, Schöf 81/1",52:06 min,33:18 min,47:29 min,38:04 min,55:55 min,50:59 min,50:59 min,26:11 min,29:07 min,43.2 km,29.1 km,37.4 km,31.7 km,44.5 km,47.8 km,47.8 km,21.8 km,21.9 km
Aiching - Fürstenzell, 13.27422,48.55214," 13.27422,48.55214",PA 84/1,22:00 min,PA 84/1,15.2 km,PA 84/1,67:01 min,22:00 min,60:49 min,48:14 min,74:19 min,69:24 min,69:24 min,47:39 min,62:28 min,56.8 km,15.2 km,44.5 km,35.4 km,67.2 km,70.4 km,70.4 km,58.4 km,58.1 km
Altenmarkt - Fürstenzell, 13.34447,48.55512," 13.34447,48.55512",PA 84/1,15:24 min,PA 84/1,9.3 km,PA 84/1,60:24 min,15:24 min,54:13 min,41:37 min,67:43 min,62:47 min,62:47 min,41:02 min,55:52 min,50.9 km,9.3 km,38.6 km,29.5 km,61.3 km,64.5 km,64.5 km,52.5 km,52.1 km
